study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
SRP092652	SRX2330240	YN03-11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785488	YN03-11	Illumina HiSeq 2500	1053280	109970995	SRR4995420	1053280	263320000
SRP092652	SRX2330239	HeN03-11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785452	HeN03-11	Illumina HiSeq 2500	2003516	204824999	SRR4995419	2003516	500879000
SRP092652	SRX2330238	JP01	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785463	JP01	Illumina HiSeq 2500	3730555	366422236	SRR4995418	3730555	932638750
SRP092652	SRX2330237	HuN38	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785474	HuN38	Illumina HiSeq 2500	1627343	161122937	SRR4995417	1627343	406835750
SRP092652	SRX2330236	YC3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785486	YC3	Illumina HiSeq 2500	6995941	873524408	SRR4995416	6995941	2098782300
SRP092652	SRX2330235	JL23	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785487	JL23	Illumina HiSeq 2500	2259466	225452825	SRR4995415	2259466	564866500
SRP092652	SRX2330234	PXO71	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785485	PXO71	Illumina HiSeq 2500	4990032	482835786	SRR4995414	4990032	1247508000
SRP092652	SRX2330233	GX35	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785484	GX35	Illumina HiSeq 2500	3385313	349303044	SRR4995413	3385313	846328250
SRP092652	SRX2330232	JL15	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785482	JL15	Illumina HiSeq 2500	5964625	711095159	SRR4995412	5964625	1789387500
SRP092652	SRX2330231	JL1-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785412	JL1-2003	Illumina HiSeq 2500	2401311	238655584	SRR4995411	2401311	600327750
SRP092652	SRX2330230	FJ24	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785483	FJ24	Illumina HiSeq 2500	5584257	514340665	SRR4995410	5584257	1396064250
SRP092652	SRX2330229	JL4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785481	JL4	Illumina HiSeq 2500	6238990	744554991	SRR4995409	6238990	1871697000
SRP092652	SRX2330228	YN44	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785480	YN44	Illumina HiSeq 2500	3966160	403373323	SRR4995408	3966160	991540000
SRP092652	SRX2330227	SC14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785479	SC14	Illumina HiSeq 2500	3379474	348197031	SRR4995407	3379474	844868500
SRP092652	SRX2330226	HuN32	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785478	HuN32	Illumina HiSeq 2500	1396643	138175955	SRR4995406	1396643	349160750
SRP092652	SRX2330225	DBX004	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785477	DBX004	Illumina HiSeq 2500	5020446	282530359	SRR4995405	5020446	753066900
SRP092652	SRX2330224	YN03-21	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785398	YN03-21	Illumina HiSeq 2500	3683135	380254910	SRR4995404	3683135	920783750
SRP092652	SRX2330223	ZJ05	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785473	ZJ05	Illumina HiSeq 2500	6658110	610998041	SRR4995403	6658110	1664527500
SRP092652	SRX2330222	HaN1	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785475	HaN1	Illumina HiSeq 2500	5853830	701101463	SRR4995402	5853830	1756149000
SRP092652	SRX2330221	HuN38	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785474	HuN38	Illumina HiSeq 2500	3515873	362185906	SRR4995401	3515873	878968250
SRP092652	SRX2330220	GD405	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785476	GD405	Illumina HiSeq 2500	4202812	435369155	SRR4995400	4202812	1050703000
SRP092652	SRX2330219	HUN17	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785471	HUN17	Illumina HiSeq 2500	8220157	750670197	SRR4995399	8220157	2055039250
SRP092652	SRX2330218	DBX0018	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785469	DBX0018	Illumina HiSeq 2500	5150775	602082330	SRR4995398	5150775	1545232500
SRP092652	SRX2330217	JS69	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785472	JS69	Illumina HiSeq 2500	3309480	337565662	SRR4995397	3309480	827370000
SRP092652	SRX2330216	JP03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785470	JP03	Illumina HiSeq 2500	3613099	372134573	SRR4995396	3613099	903274750
SRP092652	SRX2330215	JL30	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785466	JL30	Illumina HiSeq 2500	7071593	647992504	SRR4995395	7071593	1767898250
SRP092652	SRX2330214	OS34	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785465	OS34	Illumina HiSeq 2500	6224407	610513589	SRR4995394	6224407	1556101750
SRP092652	SRX2330213	LYG03-13	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785468	LYG03-13	Illumina HiSeq 2500	3981037	426778636	SRR4995393	3981037	995259250
SRP092652	SRX2330212	HuB03-06	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785467	HuB03-06	Illumina HiSeq 2500	2685645	265490579	SRR4995392	2685645	671411250
SRP092652	SRX2330211	HEN11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785464	HEN11	Illumina HiSeq 2500	6744180	620973437	SRR4995391	6744180	1686045000
SRP092652	SRX2330210	GX1	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785461	GX1	Illumina HiSeq 2500	5847868	765434247	SRR4995390	5847868	1754360400
SRP092652	SRX2330209	LFX325	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785462	LFX325	Illumina HiSeq 2500	6819791	624027796	SRR4995389	6819791	1704947750
SRP092652	SRX2330208	JP01	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785463	JP01	Illumina HiSeq 2500	2677870	274188436	SRR4995388	2677870	669467500
SRP092652	SRX2330207	DBX0016	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785460	DBX0016	Illumina HiSeq 2500	5005208	590678569	SRR4995387	5005208	1501562400
SRP092652	SRX2330206	OS77	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785459	OS77	Illumina HiSeq 2500	5579713	539565094	SRR4995386	5579713	1394928250
SRP092652	SRX2330205	XZ39	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785458	XZ39	Illumina HiSeq 2500	6454584	728513100	SRR4995385	6454584	1916478706
SRP092652	SRX2330204	YN03-23	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785457	YN03-23	Illumina HiSeq 2500	1062677	111361699	SRR4995384	1062677	265669250
SRP092652	SRX2330203	YN11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785456	YN11	Illumina HiSeq 2500	4757926	504645038	SRR4995383	4757926	1189481500
SRP092652	SRX2330202	LYG53	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785455	LYG53	Illumina HiSeq 2500	6222542	700833634	SRR4995382	6222542	1847676104
SRP092652	SRX2330201	YN08	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785453	YN08	Illumina HiSeq 2500	6223531	568907789	SRR4995381	6223531	1555882750
SRP092652	SRX2330200	BJ84-3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785454	BJ84-3	Illumina HiSeq 2500	7449220	688215337	SRR4995380	7449220	1862305000
SRP092652	SRX2330199	HeN03-11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785452	HeN03-11	Illumina HiSeq 2500	3225577	319413882	SRR4995379	3225577	806394250
SRP092652	SRX2330198	HeN03-03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785451	HeN03-03	Illumina HiSeq 2500	4466798	446159788	SRR4995378	4466798	1116699500
SRP092652	SRX2330197	OS198	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785450	OS198	Illumina HiSeq 2500	8767850	813296880	SRR4995377	8767850	2191962500
SRP092652	SRX2330196	JL22	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785449	JL22	Illumina HiSeq 2500	5885561	702295818	SRR4995376	5885561	1765668300
SRP092652	SRX2330195	YN14-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785448	YN14-2003	Illumina HiSeq 2500	2646235	270886205	SRR4995375	2646235	661558750
SRP092652	SRX2330194	SC-4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785447	SC-4	Illumina HiSeq 2500	7462992	688760547	SRR4995374	7462992	1865748000
SRP092652	SRX2330193	JX21	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785446	JX21	Illumina HiSeq 2500	4783781	570780121	SRR4995373	4783781	1435134300
SRP092652	SRX2330192	HLJ02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785445	HLJ02	Illumina HiSeq 2500	5207478	642086947	SRR4995372	5207478	1562243400
SRP092652	SRX2330191	OS26	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785444	OS26	Illumina HiSeq 2500	5615873	548585418	SRR4995371	5615873	1403968250
SRP092652	SRX2330190	YN03-14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785443	YN03-14	Illumina HiSeq 2500	4006861	409864807	SRR4995370	4006861	1001715250
SRP092652	SRX2330189	HeN03-16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785413	HeN03-16	Illumina HiSeq 2500	1941601	199610346	SRR4995369	1941601	485400250
SRP092652	SRX2330188	LYG52	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785442	LYG52	Illumina HiSeq 2500	6140433	765704336	SRR4995368	6140433	1842129900
SRP092652	SRX2330187	HEN08	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785441	HEN08	Illumina HiSeq 2500	3981653	422507535	SRR4995367	3981653	995413250
SRP092652	SRX2330186	YC26	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785440	YC26	Illumina HiSeq 2500	6552860	824187023	SRR4995366	6552860	1965858000
SRP092652	SRX2330185	YN03-16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785439	YN03-16	Illumina HiSeq 2500	6950367	827559310	SRR4995365	6950367	2085110100
SRP092652	SRX2330184	YN07	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785438	YN07	Illumina HiSeq 2500	5213211	552126509	SRR4995364	5213211	1303302750
SRP092652	SRX2330183	YN04-1	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785437	YN04-1	Illumina HiSeq 2500	6524971	819918701	SRR4995363	6524971	1957491300
SRP092652	SRX2330182	OS209	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785436	OS209	Illumina HiSeq 2500	5624850	547830769	SRR4995362	5624850	1406212500
SRP092652	SRX2330181	OS54	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785435	OS54	Illumina HiSeq 2500	6185277	593082684	SRR4995361	6185277	1546319250
SRP092652	SRX2330180	YN15	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785434	YN15	Illumina HiSeq 2500	3424478	348067172	SRR4995360	3424478	856119500
SRP092652	SRX2330179	GX23	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785433	GX23	Illumina HiSeq 2500	6096195	561594413	SRR4995359	6096195	1524048750
SRP092652	SRX2330178	OS189	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785432	OS189	Illumina HiSeq 2500	5746731	553116139	SRR4995358	5746731	1436682750
SRP092652	SRX2330177	LYG03-04	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785431	LYG03-04	Illumina HiSeq 2500	3574892	372352950	SRR4995357	3574892	893723000
SRP092652	SRX2330176	GX6	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785430	GX6	Illumina HiSeq 2500	5578698	679344337	SRR4995356	5578698	1673609400
SRP092652	SRX2330175	GD402	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785429	GD402	Illumina HiSeq 2500	3490187	367550546	SRR4995355	3490187	872546750
SRP092652	SRX2330174	JL28	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785428	JL28	Illumina HiSeq 2500	3945701	416319150	SRR4995354	3945701	986425250
SRP092652	SRX2330173	GD403	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785427	GD403	Illumina HiSeq 2500	5719171	524751021	SRR4995353	5719171	1429792750
SRP092652	SRX2330172	HeN03-01	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785426	HeN03-01	Illumina HiSeq 2500	1382525	134540389	SRR4995352	1382525	345631250
SRP092652	SRX2330171	JP04	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785425	JP04	Illumina HiSeq 2500	5698288	575641805	SRR4995351	5698288	1424572000
SRP092652	SRX2330170	XZ40	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785424	XZ40	Illumina HiSeq 2500	7057448	797599334	SRR4995350	7057448	2095507076
SRP092652	SRX2330169	HLJ-85-72	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785423	HLJ-85-72	Illumina HiSeq 2500	3092110	316931474	SRR4995349	3092110	773027500
SRP092652	SRX2330168	YN03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785422	YN03	Illumina HiSeq 2500	4778303	517611079	SRR4995348	4778303	1194575750
SRP092652	SRX2330167	OS109	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785421	OS109	Illumina HiSeq 2500	6296830	612825449	SRR4995347	6296830	1574207500
SRP092652	SRX2330166	JL12	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785420	JL12	Illumina HiSeq 2500	5756285	690084713	SRR4995346	5756285	1726885500
SRP092652	SRX2330165	LN-85-59	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785419	LN-85-59	Illumina HiSeq 2500	5199202	524599191	SRR4995345	5199202	1299800500
SRP092652	SRX2330164	JL6	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785418	JL6	Illumina HiSeq 2500	5469106	550167697	SRR4995344	5469106	1367276500
SRP092652	SRX2330163	HB8417	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785417	HB8417	Illumina HiSeq 2500	7582849	698006045	SRR4995343	7582849	1895712250
SRP092652	SRX2330162	HeN03-02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785396	HeN03-02	Illumina HiSeq 2500	2694228	262841311	SRR4995342	2694228	673557000
SRP092652	SRX2330161	ZJ26	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785416	ZJ26	Illumina HiSeq 2500	6245169	575915446	SRR4995341	6245169	1561292250
SRP092652	SRX2330160	GD401	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785415	GD401	Illumina HiSeq 2500	5437679	671984013	SRR4995340	5437679	1631303700
SRP092652	SRX2330159	OS44	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785414	OS44	Illumina HiSeq 2500	6258153	601198865	SRR4995339	6258153	1564538250
SRP092652	SRX2330158	HeN03-16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785413	HeN03-16	Illumina HiSeq 2500	3422171	338737273	SRR4995338	3422171	855542750
SRP092652	SRX2330157	JL1-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785412	JL1-2003	Illumina HiSeq 2500	2934356	303175717	SRR4995337	2934356	733589000
SRP092652	SRX2330156	OS27	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785411	OS27	Illumina HiSeq 2500	5089887	497538945	SRR4995336	5089887	1272471750
SRP092652	SRX2330155	AH39	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785410	AH39	Illumina HiSeq 2500	5585081	592998839	SRR4995335	5585081	1396270250
SRP092652	SRX2330154	KS-6-6	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785409	KS-6-6	Illumina HiSeq 2500	5364213	499235256	SRR4995334	5364213	1341053250
SRP092652	SRX2330153	296	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785408	296	Illumina HiSeq 2500	5614180	519233904	SRR4995333	5614180	1403545000
SRP092652	SRX2330152	GD33	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785407	GD33	Illumina HiSeq 2500	4425584	449046605	SRR4995332	4425584	1106396000
SRP092652	SRX2330151	LYG03-11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785406	LYG03-11	Illumina HiSeq 2500	4429075	468815380	SRR4995331	4429075	1107268750
SRP092652	SRX2330150	HeN03-04	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785405	HeN03-04	Illumina HiSeq 2500	4517989	432034628	SRR4995330	4517989	1129497250
SRP092652	SRX2330149	YN03-07	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785404	YN03-07	Illumina HiSeq 2500	3878298	398453963	SRR4995329	3878298	969574500
SRP092652	SRX2330148	BJ84-4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785403	BJ84-4	Illumina HiSeq 2500	5850891	575398215	SRR4995328	5850891	1462722750
SRP092652	SRX2330147	YN03-20	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785402	YN03-20	Illumina HiSeq 2500	6124600	746724137	SRR4995327	6124600	1837380000
SRP092652	SRX2330146	YN03-13	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785401	YN03-13	Illumina HiSeq 2500	3399465	350114642	SRR4995326	3399465	849866250
SRP092652	SRX2330145	LYG03-08	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785400	LYG03-08	Illumina HiSeq 2500	4189554	446804752	SRR4995325	4189554	1047388500
SRP092652	SRX2330144	GD404	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785399	GD404	Illumina HiSeq 2500	5712235	720306349	SRR4995324	5712235	1713670500
SRP092652	SRX2330143	YN03-21	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785398	YN03-21	Illumina HiSeq 2500	1153046	120537505	SRR4995323	1153046	288261500
SRP092652	SRX2330142	ZJ16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785397	ZJ16	Illumina HiSeq 2500	6219167	568685354	SRR4995322	6219167	1554791750
SRP092652	SRX2330141	HeN03-02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785396	HeN03-02	Illumina HiSeq 2500	2765841	282474769	SRR4995321	2765841	691460250
SRP092652	SRX2330140	HN-84-31	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785395	HN-84-31	Illumina HiSeq 2500	1895352	186471612	SRR4995320	1895352	473838000
SRP092652	SRX2330139	YN03-03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785394	YN03-03	Illumina HiSeq 2500	1208846	126209250	SRR4995319	1208846	302211500
SRP092652	SRX2330138	G8	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785393	G8	Illumina HiSeq 2500	7269770	677513061	SRR4995318	7269770	1817442500
SRP092652	SRX2330137	YN03-24	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785392	YN03-24	Illumina HiSeq 2500	1873495	192943516	SRR4995317	1873495	468373750
SRP092652	SRX2330136	GD416	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785391	GD416	Illumina HiSeq 2500	5324288	495720070	SRR4995316	5324288	1331072000
SRP092652	SRX2330135	YN5	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785390	YN5	Illumina HiSeq 2500	3484775	361821457	SRR4995315	3484775	871193750
SRP092652	SRX2330134	OS169	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785389	OS169	Illumina HiSeq 2500	5063817	488979459	SRR4995314	5063817	1265954250
SRP092652	SRX2330133	DBX0011	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785388	DBX0011	Illumina HiSeq 2500	4985407	584448034	SRR4995313	4985407	1495622100
SRP092652	SRX2330132	YN04-5	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785387	YN04-5	Illumina HiSeq 2500	7531668	842312897	SRR4995312	7531668	2236465080
SRP077643	SRX1888910	Xoo ZJ173 was treated with 30 mg L-1 bismerthiazol for 0 h	64187	Xanthomonas oryzae pv. oryzae	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	SRS1534584	No bismerthiazol treatment	Illumina HiSeq 2000	4772039	629200087	SRR3733119	4772039	1193009750
SRP077643	SRX1888909	Xoo ZJ173 was treated with 30 mg L-1 bismerthiazol for 9 h	64187	Xanthomonas oryzae pv. oryzae	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	SRS1534581	9-h bismerthiazol treatment	Illumina HiSeq 2000	4510455	598045285	SRR3733120	4510455	1127613750
SRP077643	SRX1888836	Xoo ZJ173 was treated with 30 mg L-1 bismerthiazol for 4.5 h	64187	Xanthomonas oryzae pv. oryzae	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	SRS1534583	4.5-h bismerthiazol treatment	Illumina HiSeq 2000	4749764	633422075	SRR3733118	4749764	1187441000
SRP066131	SRX1430481	Xanthomonas oryzae pv. oryzae KACC10331 transcriptome	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	SRS1161278	XOO KACC01331	Illumina HiSeq 2000	8050127	1171648014	SRR2915651	8050127	1626125654
SRP059248	SRX1053794	PacBio Sequencing of PXO99A-L-13	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	unspecified	SRS956683	PXO99A-L-13	PacBio RS	490446	501338933	SRR2062004	81741	120903490
SRP059248	SRX1053696	PacBio Sequencing of PXO99-L-13	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	size fractionation	SRS956602	PXO99-L-13	PacBio RS	408705	741837172	SRR2056977	81741	180856951
SRP052847	SRX853314	Xanthomonas oryzae pv. oryzae transcriptome or gene expression	64187	Xanthomonas oryzae pv. oryzae	RNA-Seq	TRANSCRIPTOMIC	PCR	SRS827429	PXO99A	Illumina HiSeq 2000	33590309	5228267198	SRR1776696	33590309	9798665122
SRP047371	SRX707667	GSM1509351: without_60; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706817	GSM1509351	Illumina Genome Analyzer IIx	18484054	2559811197	SRR1582669	18484054	3733778908
SRP047371	SRX707666	GSM1509350: without_45; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706816	GSM1509350	Illumina Genome Analyzer IIx	29150376	3658809932	SRR1582668	29150376	5888375952
SRP047371	SRX707665	GSM1509349: without_30; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706815	GSM1509349	Illumina Genome Analyzer IIx	16076731	2283066984	SRR1582667	16076731	3247499662
SRP047371	SRX707664	GSM1509348: without_15; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706814	GSM1509348	Illumina Genome Analyzer IIx	14922886	2118407873	SRR1582666	14922886	3014422972
SRP047371	SRX707663	GSM1509347: without_10; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706813	GSM1509347	Illumina Genome Analyzer IIx	16693734	2326464184	SRR1582665	16693734	3372134268
SRP047371	SRX707662	GSM1509346: without_5; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706812	GSM1509346	Illumina Genome Analyzer IIx	15706269	2188489727	SRR1582664	15706269	3172666338
SRP047371	SRX707661	GSM1509345: without_0; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706811	GSM1509345	Illumina Genome Analyzer IIx	15583586	2155875816	SRR1582663	15583586	3147884372
SRP047371	SRX707660	GSM1509344: M23_60; Xanthomonas oryzae pv. oryzae KACC 10331; RNA-Seq	291331	Xanthomonas oryzae pv. oryzae KACC 10331	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS706809	GSM1509344	Illumina Genome Analyzer IIx	17716492	2451044038	SRR1582662	17716492	3578731384
